course_code,description,enrollment_requirements,crse_id,class_nbr,term
GCOM 7410,"This course has been designed to expose students to the various statutory, administrative, and judicial sources of the tax law. Case studies are used throughout the course to assist students in developing and refining their proficiency in identifying issues, locating and interpreting pertinent authority, and effectively and professionally communicating their conclusions. Students will learn to use the electronic tax data base RIA checkpoint.",,015406,,
GCOM 7430,"This course provides an in-depth coverage of tax rules regarding the operations partnerships and flow-thru entities. A number of businesses utilize ""pass-thru"" for financing, investing and tax-planning reasons and partnerships are a powerful business tool as they allow flexibility regarding how to allocate income and distribute cash. This course will require reading of the internal revenue code. Restricted to MS in Accounting Students.",,015408,,
GCOM 7440,"The course addresses the various business, tax, and accounting issues arising in connection with the formation, operation, and termination of domestic corporations and their shareholders. It provides in-depth coverage of the technical rules of Subchapter C, and places special emphasis on the identification and implementation of tax planning strategies available to corporations and their shareholders. Restricted to MS in Accounting Students.",Master of Science in Accounting,015409,14675,1262
GCOM 7451,"Analyzes the federal income tax law and its application to business, investment, and personal transactions. The objectives of the course are to develop a basic understanding of the federal income tax laws and to provide a framework for integrating income tax planning into the decision-making process.",Master of Science in Accounting,046002,14896,1268
GCOM 7480,Today's CPA must have a working familiarity with a number of areas of business law to properly advise clients and to protect their own interests as a practitioner. This course is designed to meet both objectives. The course is broken into six main parts: (1) business entities; (2) civil liability and unfair competition in business; (3) intellectual property; (4) employment law; (5) contracts; and (6) bankruptcy law for businesses.,,040997,,
GCOM 7500,Presents the opportunity to examine new and emerging Accounting topics or study a related area in greater depth than is covered in other courses. Prerequisite: Graduate Commerce.,,045010,,
GCOM 7510,New Graduate Commerce Course: Special Topics in Finance,"Master of Science in Commerce
Master of Science in Commerce",043915,21029,1262
GCOM 7520,Presents the opportunity to examine new and emerging IT topics or study a particular IT related area in greater depth than is covered in other courses. Prerequisite: Graduate Commerce.,Master of Science in Commerce,042001,14737,1262
GCOM 7540,"Global commerce immersion course options for M.S. in Accounting students.
Prerequisite: M.S. in Accounting Students Only",,043392,,
GCOM 7549,"A full understanding of commerce requires an appreciation of the context in which all business occurs. Commerce in the Global Context builds upon GCOM 7870 (Foundations of Global Commerce), introducing students to business in a variety of regions of the world as well as important topics in global business.",,045947,,
GCOM 7550,Global immersion experience course options for M.S. in Commerce students.,,045308,,
GCOM 7559,This course provides the opportunity to offer new topics in the subject of Commerce.,,046095,,
GCOM 7560,"McIntire aims to train students on the latest business practices and decision-making tools. While this statement describes the entire MS-Commerce curriculum, this 1.5 credit hour current topics course is designed to track analytical tools likely to change more frequently than our other courses. The specific topics and tools covered are subject to change annually, as marketplace demands change.",,045585,,
GCOM 7621,"This course will focus on global, environmental, and social sustainability and resilience. We will explore how corporations and non-governmental organizations can address and impact change in our current environment. We will study successful leadership strategies within corporations and by social entrepreneurs in effecting societal changes.","Restricted to Graduate Commerce students
Restricted to Graduate Commerce students",044168,14739,1262
GCOM 7641,"This course gives students an opportunity to strengthen both their oral and written communication skills within a framework designed to: emphasize the impact of audience and occasion on communication strategy; examine the power of well-designed, high-impact deliverables; develop professional presentation skills and increase their public speaking confidence. Restricted to MS in Accounting Students.",,039826,,
GCOM 7648,"The Global Challenges seminar examines commerce within an interconnected, evolving global system facing urgent challenges like climate change, inequality, AI, and geopolitical stresses. It starts with our globalized commerce system, explores systemic stresses, and considers positive changes. Students build analytical skills to understand global systems & solutions, aiming to impact society and the planet through their careers & leadership roles.",,048184,,
GCOM 7649,"This course covers strategic and managerial challenges in global business. Students explore international opportunities, market entry strategies, and competitive advantage. It examines managing people and operations across cultures, emphasizing cultural intelligence, multinational structures, and global leadership. Ethical dilemmas and sustainability challenges are addressed. Students develop foundational global strategy and management skills.",,048185,,
GCOM 7650,"Corporate governance studies the relationship between managers & stakeholders, including shareholders & the community. This seminar covers governance theories, variations across countries, board structure, executive compensation, & external monitoring. It examines how institutional contexts affect governance practices & their impact on firm performance and how globalization drives changes in govern. & perspectives on best practices for intl orgs.",,044192,,
GCOM 7651,"This course seeks to develop students' ability to respond to complex leadership challenges in a global context. Through experiential learning, students will be better prepared to influence the strategic direction of their organizations. Topics include understanding the role of strategic leaders, crafting organizational narratives, managing cultures, guiding change, balancing stakeholder expectations, and managing organizational threats.",,044194,,
GCOM 7652,"This course examines the critical role information systems play in modern global organizations. Through discussions and practice using tools and common frameworks, you will gain an understanding of how IS, machine learning, and AI fit within broader organizational systems, including their application to data analytics for decision-making, plus the skills to successfully use technology to generate organizational value in a global context.",,044191,,
GCOM 7653,"This course examines the structure and customs of business conduct in the United States. The class culminates in a trip to Washington, D.C. to visit businesses and major organizations.",,044193,,
GCOM 7654,"This course focuses on researching and writing a thesis on a global business topic. Students will identify and defend a thesis topic, review significant literature, refine thesis research methodology, present thesis proposal ideas for class critique, revise and formally defend a thesis proposal, and begin initial research. The approved thesis proposal will launch research that will culminate in a formal thesis defense in the spring session.",,044190,,
GCOM 7655,"Firms increasingly compete in a dynamic, evolving global marketplace. Managers must develop empathy, knowledge, and skills to succeed in the digital global environment. This course examines global marketing concepts, managerial processes, strategies, frameworks, and the impact of international economics, culture, and governmental policies. Topics include branding, pricing, e-commerce, and consumer behavior in global digital spaces.",,044810,,
GCOM 7656,"This course explores internat. financial systems, institutions, and investment dynamics, introducing financial concepts and techniques internat. business managers use. There are three modules: (1) Participants, Politics, and Process in Global Markets, (2) Foreign Exchange Markets, and (3) Global Financing and Investing. Through cases, models, and applications, students develop understanding of how global markets impact economic decision-making.",,048186,,
GCOM 7657,"This course provides a broad overview of management consulting in international contexts. Students gain experience in the practice of consulting through problem identification, problem structuring, data collection, problem solving, and client presentations and management. Emphasis will be placed on the additional opportunities and challenges in international contexts.",,048187,,
GCOM 7658,"Project work drives innovation but often faces challenges like cost overruns, delays, and reduced value, especially in global contexts. This course covers project management principles, including planning, risk management, and performance monitoring, using traditional, agile, and hybrid methodologies. Emphasis is on addressing challenges in cross-cultural, global projects to enhance efficiency and deliver value.",,048182,,
GCOM 7660,"Operations Management focuses on the activities organizations use to produce goods or services, transforming inputs like raw materials through resources such as labor and capital into final outputs that meet customer demand. This course covers strategies and tools to analyze and improve these processes, introduces theories for internal integration, and explores coordination across the value chain.",,044263,,
GCOM 7661,"This course will explore the process of consumer decision-making and its determinants, and the resulting implications for marketing strategy. Concepts and theories covered in this course are essential for consumer analysis and development of effective marketing strategies. In addition, the course will develop understanding of consumer behavior by exploring theoretical concepts borrowed from fields such as psychology, sociology, and economics.",,044265,,
GCOM 7662,"This course aims to provide today's non-financial managers with sufficient understanding of fundamental concepts and tools of financial management in international settings to be effective global managers.The course will review the institutional use and valuation of financial instruments such as currency futures, currency options, and swaps. We will discuss hedging against exchange rate risk. The course will use a highly applied orientation.",,044264,,
GCOM 7663,"This course will examine the business context of China, including Taiwan and Hong Kong. This course follows the ""Doing Business: U.S."" course and precedes the ""Doing Business: European Union"" course.",,044351,,
GCOM 7664,"This course provides a broad view of entrepreneurial finance. It aims to facilitate an understanding of how entrepreneurs raise financing from investors, how investors select startups, and how financing contributes to a startup¿s success.",,048188,,
GCOM 7665,"This course will equip you with the knowledge and skills needed to excel in a dynamic environment where adaptability, innovation, and responsiveness are essential. We will delve into the principles of agile leadership, including agile methodologies, ambidextrous organizations, and developing a leadership approach that encourages organizational resilience and growth.",,048189,,
GCOM 7671,"Entrepreneurs tackle global challenges through innovative solutions, blending purpose and profit to drive change. This course empowers students to develop social business ideas tied to Sustainable Development Goals (SDGs). Topics include financial forecasting, impact measurement, and fundraising, with insights from case studies and social entrepreneurs. Gain tools to pitch and launch ventures that create meaningful impact.",,044352,,
GCOM 7672,"Organizations recognize that breakthrough innovations often come from outside. This course provides frameworks and tools for managing open and distributed innovation, integrating external inputs into strategy. We explore why some firms succeed with open models, investigate various innovation methods, and examine AI's role in new ecosystems. Participants will learn to adopt open practices and assess their strategic impact.",,044348,,
GCOM 7673,"This course is designed to give students an introduction to the complex world of strategic alliances seen as an integrated process rather than watertight compartments of finance, business policy and human resources. By the end of the course, students should have grasped the complexity of such alliances, the risks they entail, and ways to increase critical success factors.",,044347,,
GCOM 7674,"This course covers the global nonmarket environment of the internationalized firm, with a special focus on Europe. First we cover the geopolitical dynamics as the overarching trends in a globalized economy. We then cover the European economy. The European Union, its politics and institutions are introduced prior to focusing on lobbying at the EU level. This course is provides an introduction to nonmarket strategy at an international level.",,044345,,
GCOM 7675,"The Social Impact Project allows you to act as an economic or management consultant for organizations like non-profits or CSR departments, enhancing vital skills such as problem-solving and project management. You gain practical knowledge in social impact and sustainability, responding to emerging global standards. Unique to ESMT, this fieldwork aligns with its mission of fostering socially conscious graduates. 2 workshops award 3/4 of a credit.",,044346,,
GCOM 7676,This course involves the research and completion of a written thesis on an approved global business topic and culminates in a formal thesis defense.,,044350,,
GCOM 7677,"We all negotiate daily, whether in obvious situations like salaries or contracts, or subtler ones, such as workload discussions or personal relationships. Despite its importance, many lack knowledge of negotiation strategy and psychology. This course explores the art and science of negotiation, offering theory and practical tools to help you master processes and achieve rewarding agreements in diverse contexts.",,045305,,
GCOM 7678,"This course equips students with practical skills for social impact projects. Workshops cover goal-setting with OKRs, impact measurement, and fundraising strategies. Students will learn to define objectives, measure progress, and secure funding, ensuring adaptability and measurable success in dynamic environments.",,048191,,
GCOM 7699,This is a placeholder course for use while the students are in the study abroad portion of the program.,,048190,,
GCOM 7710,"This course sharpens corporate valuation and corporate financing skills in a wide variety of cases and contexts. It is intended to extend the theoretical knowledge gained in financial management GCOM 7060 to numerous applied settings including mergers and acquisitions, initial public offerings, capital structure decisions, and leveraged buyout/private equity investments. Prerequisite: Restricted to MS in Commerce students.",,038182,,
GCOM 7720,Teaches analytical consulting competencies focused on the fast-paced financial industry: 1) Process automation: automating repetitive tasks to increase individual productivity; 2) Financial business intelligence: accessing and manipulating information stored in organizational databases; 3) Financial Engineering: designing and implementing financial algorithms that make financial decisions. More at: http://webs.comm.virginia.edu/Grazioli/GComm7720,Master of Science in Commerce,015427,14718,1262
GCOM 7722,"This course familiarizes students with the restructuring of financially distressed firms and distressed investing. We analyze credit documents, model credit risk, and survey restructuring methods. Throughout, we consider credit and distressed debt as asset classes and develop techniques and models for investing in credit and distressed instruments.",,047522,,
GCOM 7730,GCOM 7730 explores three main topics: (1) mergers and acquisitions (2) non-distressed corporate restructurings in the form of leveraged buyouts and private equity and (3) distressed corporate restructuring/bankruptcy. The course is largely case-based and extends concepts and principles learned in GCOM 7060 and GCOM 7710 to practical applications. Students will additionally participate in two negotiation exercises during the term.,"Master of Science in Commerce - Finance students only
Restricted to Graduate Commerce students",015428,14719,1262
GCOM 7750,"This course develops the concepts and tools needed to build and analyze investment portfolios for a wide range of investors including sovereign wealth funds (SWFs), pensions, endowments, family funds, high-net worth individuals, and even small investors taking into account a broad array of investing objectives. The course covers risk/return trade-offs and valuation in the equity, fixed income and derivative markets.","Master of Science in Commerce
Master of Science in Commerce",015430,14720,1262
GCOM 7760,"Develops an analytical framework by which individuals and institutions can make real estate investment and financing decisions. Emphasizes theory, concept building, financial modeling, and practical real estate applications. Uses the case method to illustrate implementation of an analytical framework. Restricted to Graduate Commerce.",Master of Science in Commerce,015431,14721,1262
GCOM 7770,"This class provides students with a deep understanding and hands-on experience with information technology in business settings: advanced Excel features, macros, pivot tables, SQL, databases. By the end of the class students will have developed and tested an Excel-based system to solve a complex business problem in a financial setting. More at http://webs.comm.virginia.edu/Grazioli/GCom7770 Restricted to MS Accounting students.",Graduate Commerce student in Accounting,015432,14645,1262
GCOM 7790,"This course provides a broad foundation for understanding how information technology delivers business value. Enterprise architecture, databases, business processes, and networks are covered at a level of detail that is appropriate for IT managers. Students learn how to envision IT infrastructures and applications that meet the needs of the business enterprise and add economic value.",,015433,,
GCOM 7800,"Building on the foundations in GCOM 7790, this course fosters insights into contemporary IT architecture trends. Topics include cybersecurity, cloud architectures, and emerging technologies. Students envision a digital innovation that adds business value for a real-world enterprise, describe it by means of several architectural artifacts (e.g., process and information models), and present it to a business and tech-savvy audience.",,015434,,
GCOM 7810,"GCOM 7810 develops an understanding of how to manage IT to create business value through a focus on strategy and finance. IT professionals must understand the specific kinds of value created by IT for their firm¿s end consumers, and how it in turn produces financial returns. By analyzing a firm¿s industry and its competitive position within that industry, students learn how to produce technologies that can impact the firm¿s competitive position.",,015435,,
GCOM 7822,"This interdisciplinary course explores four critical areas at the intersection of business and sustainability: 1) Climate Finance, 2) Conservation Finance, 3) Circular Economy and 4) ESG Investing. In addition to acquiring an understanding of these key sustainability challenges, participants will gain skill in applying analytical tools and techniques to the evaluation of sustainable investment opportunities.",Master of Science in Commerce,047511,14285,1262
GCOM 7830,"The primary objective of this course is to provide a blend of theoretical knowledge and practical skills necessary for the effective management of IT projects. To this end, the course consists of seminars, workshops, and tutorials on contemporary tools and techniques. Students will work in teams to apply the concepts and tools covered in class by conducting a project retrospective.",,015437,,
GCOM 7831,The course will provide a blend of theoretical knowledge and practical skills necessary for effective project and product management.  Students will have a chance to apply these skills by working as a team and conducting projects such as a design thinking team.,Master of Science in Management Information Technology,041538,14745,1262
GCOM 7832,"In this course, you will travel to Mendoza, Argentina, and analyze real business situations, such as a recently completed IT project or a complex technological decision. Working in a team, you will interview stakeholders and review artifacts to identify effective managerial practices and practices that could be improved. Before leaving the country, each team will present its analysis and practical recommendations to its clients.",,042885,,
GCOM 7840,"GCOM 7840 focuses on the necessary technological, financial, and organizational issues to consider when developing a business case around a transformational IT-based strategic initiative. Projects of this sort can impact on how an organization pursues its strategic goals, and in some cases may also suggest shifts in strategy to pursue new opportunities that are compatible with the firm¿s resources and capabilities.",,015438,,
GCOM 7850,"Business Analytics, ranging from applied statistics to Machine learning and AI, allows us to describe markets, understand the causal forces that affect businesses, predict the economic future, and prescribe better courses of action.  IT professionals will learn what these tools are, how they work, the resources they require, how to manage projects with analytics components, and how to create and realize value from analytics initiatives.","Master of Science in Management Information Technology
Restricted to Graduate Commerce students",015439,14746,1262
GCOM 7860,"This course surveys digital technologies that are changing products, services, the way we make decisions and run business operations. While specific topics vary from year to year, examples include innovative ways to manage and visualize data, multi-sided digital platforms, the Internet of Things, digital currencies, and GenAI. Working in teams, students will propose an economically viable application of one or more of these technologies to a real-world business.","Master of Science in Management Information Technology
Restricted to Graduate Commerce students",015440,14747,1262
GCOM 7870,"This course exposes students to the international issues, business practices, and concerns in their respective global immersion location. Prerequisite: Restricted to MS in Commerce students.","Master of Science in Commerce
Restricted to Graduate Commerce students",038183,14722,1262
GCOM 7993,Students taking this course will explore areas and issues of special interest that are not otherwise covered in the graduate curriculum. This course is offered at the discretion of the supervising professor.,Restricted to Graduate Commerce students,015416,14696,1262
GDS 2559,This course provides the opportunity to offer new topics in the subject of Global Development Studies.,,040635,,
GDS 3010,"Theoretical approaches to global development from anthropology, economics, environmental sciences, history, politics, and sociology, and analysis of selected case studies. Prerequisite: the student must be a GDS major in order to enroll. Instructor permission.",,039893,19757,1268
GDS 3020,"Theoretical approaches to global development from anthropology, economics, environmental sciences, history, politics, and sociology, and analysis of selected case studies. This is the second course in a two-semester sequence. Prerequisite: GDS 3010 AND the student must be a GDS major in order to enroll. Instructor Permission.",,039894,,
GDS 3100,Examines the protocols of planning for and conducting development projects and the research associated with them both locally and internationally. Special attention to the ethical obligations inherent in development work and the dynamics of collaborating with local communities. Prerequisite: Instructor permission AND the student must be a GDS major in order to enroll.,,039954,10990,1268
GDS 3113,"Buddhism takes an ethical and practical view of how individuals and societies can develop toward greater equity, sustainability, and satisfaction. This course will investigate, from a Buddhist perspective and practicing Vipassana meditation, the state of development in the developed and developing world, in Buddhist and Western societies, with emphasis on the role of the individual, personal choice, and personal growth.",,042700,20478,1268
GDS 3114,"This course will survey the history of scientific and technical interventions in development, as well as examine the factors that shape the outcomes of contemporary practices. We will look at science and technology in two broad areas in which UVA has considerable expertise: the built environment and public health.",,043964,14005,1262
GDS 3559,This course provides the opportunity to offer new topics in the subject of Global Development Studies.,,040636,,
GDS 4510,"This seminar offers an examination of the state, civil society, and citizens, focusing on the ways in which these actors and institutions interact to shape economic, human, and political development. The course introduces theories of the state, civil society, and citizenship, and examines the linkages between these spheres, applying these theories to substantive issues and policy arenas.",,045398,,
GDS 4559,This course provides the opportunity to offer new topics in the subject of Global Development Studies.,,040637,,
GDS 4951,"This is the first semester internship at either UVA Art Museum or Kluge Ruhe. Students will work approximately 100 hours per semester in the museum, and will participate in three training sessions and three academic seminars. Instructor Permission, by application; deadline May 1. Please see information at www.virginia.edu/art/arthistory/courses and www.artsandsciences.virginia.edu/globaldevelopment",,041507,11459,1268
GDS 4952,"This is the second semester internship at either UVA Art Museum or Kluge Ruhe. Students will work approximately 100 hours per semester in the museum, and will participate in three training sessions and three academic seminars. ARTH/GDS 4951 and instructor permission, by application; deadline May 1. Please see information at www.virginia.edu/art/arthistory/courses and www.artsandsciences.virginia.edu/globaldevelopment",,041508,11479,1262
GDS 4991,"In this seminar, GDS majors complete their GDS research paper. Prerequisite: Instructor permission AND the student must be a GDS major in order to enroll.",,041012,12361,1262
GDS 4993,Independent Study. Prerequisites: Instructor permission.,,040638,21486,1262
GERM  116,This is the non-credit option for GERM 1016.,,040583,,
GERM  126,This is the non-credit option for GERM 1026.,,040584,,
GERM  216,This is the non-credit option for GERM 2016.,,015688,,
GERM  226,This is the non-credit option for GERM 2026.,,040585,,
GERM 1001T,"Transfer credit or test credit that is not equivalentto current UVA coursework. Contains content related to Artistic, Interpretive, and Philosophical Inquiry.",,047648,,
GERM 1002T,Transfer credit or test credit that is not equivalentto current UVA coursework. Contains content related to Cultures and Societies of the World.,,047649,,
GERM 1003T,Transfer credit or test credit that is not equivalentto current UVA coursework. Contains content related to Historical Perspectives.,,047650,,
GERM 1004T,Transfer credit or test credit that is not equivalentto current UVA coursework. Contains content related to Social and Economic Systems.,,047651,,
GERM 1005T,"Transfer credit or test credit that is not equivalentto current UVA coursework. Contains content related to Chemical, Mathematical, and Physical Inquiry",,047652,,
GERM 1006T,Transfer credit or test credit that is not equivalentto current UVA coursework. Contains content related to Living Systems.,,047653,,
GERM 1007T,Transfer credit or test credit that is not equivalentto current UVA coursework. Contains content related to Science and Society,,047654,,
GERM 1010,Introduces the essentials of German structure and syntax; emphasizes oral and written proficiency in German. Followed by GERM 1020.,,015642,10616,1268
GERM 1015,"For graduate students requiring reading knowledge of German. Open to 4th year undergraduates, but does not count toward fulfillment of the language requirement. Please note: graduate students may enroll for C/NC or as auditors. However, graduates must enroll via the GSAS Office, rather than on SIS. For more details on this class, please visit the department website at: http://www.virginia.edu/german/Undergraduate/Courses.",,015860,13522,1268
GERM 1016,"This intensive course begins with instruction in basic oral expression, listening comprehension, elementary reading and writing, and continues with further development of these four skills at the intermediate level. Part of the Summer Language Institute.",,015863,,
GERM 1020,"Designed for students with an elementary knowledge of German. Further develops the skills of speaking, listening, comprehension, reading, and writing. Followed by GERM 2010. Prerequisite: GERM 1010 or equivalent.",,015643,10618,1268
GERM 1026,"This intensive course begins with instruction in basic oral expression, listening comprehension, elementary reading and writing, and continues with further development of these four skills at the intermediate level.Part of the Summer Language Institute. Prerequisites: GERM 1016 or equivalent.",,015867,,
GERM 1559,This course provides the opportunity to offer a new topic in the subject area of German.,,039209,,
GERM 2010,"Increases accuracy and fluency through authentic literary and cultural materials with a focus on reading. Reviews essentials of German grammar and syntax. Exposes students to a wide variety of topics relating to contemporary Germany. Prerequisite: GERM 1020, or equivalent.",,015678,10619,1268
GERM 2016,"This intensive course begins with instruction in intermediate level oral expression, listening comprehension,reading and writing, and continues with further development of these four skills. Part of the Summer Language Institute. Prerequisites: GERM 1016 & 1026 or equivalent.",,015872,,
GERM 2020,"Builds upon skills developed in GERM 2010. Continues the review of grammar. Continues to expose students to a wide variety of topics relating to contemporary Germany. Prerequisite: GERM 2010, or equivalent.",,015679,12065,1268
GERM 2026,"This intensive course begins with instruction in intermediate level oral expression, listening comprehension, reading and writing, and continues with further development of these four skills. Part of the Summer Language Institute. Prerequisites: GERM 1016, 1026, & 2016 or equivalent.",,015878,,
GERM 2525,"Builds upon GERM 2010 and is equivalent to GERM 2020. Develops the four essential skills in language learning (listening, speaking, reading, writing) on the basis of a theme-based approach that may be project-oriented. Topics vary per semester and instructor. Pre-requisites: GERM 2010 or equivalent.",,043355,,
GERM 2559,This course provides the opportunity to offer a new topic in the subject area of German.,,039210,,
GERM 3000,"This course builds on the first and second year German sequence and seeks to increase students' level of competence in both grammar and vocabulary. Students will produce more accurate and complex language and begin to discuss a diverse range of topics in German culture. Grammatical accuracy will be a central focus but also register, appropriacy, and fluency.
Prerequisite: GERM 2020 or equivalent, or instructor permission",,015707,13232,1268
GERM 3010,"Employing a broad definition of text, this course allows students to develop a complex understanding of the relationship between meaning and linguistic form. Course readings may include poems, novels, films, historical documents, letters, memoirs etc. Specific grammatical topics will be addressed on the basis of the given material. This course is the prerequisite for all GERM 3000- level courses. 
Prerequisite: GERM 2020 or instructor permission.",,015708,,
GERM 3110,"German literature from 1890 to the present. For more details on this class, please visit the department website at: http://www.virginia.edu/german/Undergraduate/Courses. Prerequisite: GERM 3010.",,015716,,
GERM 3120,German literature from 1750 to 1890. Prerequisite: GERM 3010.,,015717,,
GERM 3230,"Using mentor texts based on digital cultural programming, students focus on a range of topics of culture and civilization in the contemporary German-speaking world. Beyond cultural competence, the writing assignments test command of mature grammatical structures, contemporary language, advanced idioms, and punctuation. The goal, following Goethe Institute guidelines, is to write comprehensive texts on a range topics. 
Prerequisite: GERM 3000.",,015721,20091,1262
GERM 3240,"Designed to expand and refine German writing skills, this course assumes mastery of the German language sufficient to write with progressive length and complexity. Using mentor texts based on digital cultural programming, the course focuses on contemporary issues related to the culture of German-speaking lands. The writing assignments test command of cultural competence, mature grammatical structures, advanced idioms, and punctuation. 
Prerequisite: GERM 3230 or Instructor Permission.",,015722,,
GERM 3250,"Prepares students to communicate and interact effectively in the business environment of German-speaking countries. Emphasis is placed on practical, career-usable competence. Prerequisite: GERM 3000 or equivalent",,015723,,
GERM 3290,"One-credit conversation on current themes. May be taken more than once for credit, but only once for major credit. For more details on this class, please visit the department website at: http://www.virginia.edu/german/Undergraduate/Courses.",,015726,,
GERM 3300,For students residing in the German group in Shea House. May be taken more than once for credit. Departmental approval needed if considered for major credit. Prerequisite: instructor permission.,,015727,12166,1268
GERM 3510,"Studies selected aspects of German culture, such as opera. May be repeated for credit. Prerequisite: GERM 3010 or 3230.",,015728,,
GERM 3515,"Readings in the cultural, social, and political histories of the German-speaking countries since 1945. Prerequisite: GERM 3010 or 3230.",,015732,,
GERM 3526,"Interdisciplinary seminar in German business. Topics vary annually and may include: green business practices, business ethics, the European Union, or the challenges of globalization. Taught in German. For more details on this class, please visit the department website at: http://www.virginia.edu/german/Undergraduate/Courses. Prerequisites: GERM 3000.",,040815,,
GERM 3559,This course provides the opportunity to offer a new topic in the subject area of German.,,039211,20119,1268
GERM 3590,"Seminar in German literature. May be repeated for credit. For more details on this class, please visit the department website at: http://www.virginia.edu/german/Undergraduate/Courses. Prerequisite: GERM 3010.",,015746,,
GERM 3610,Major forms and themes in German lyric poetry. Prerequisite: GERM 3010.,,015739,,
GERM 3620,"In ¿New Voices in German¿ we will explore a selection of contemporary prose works and ask how these works critically engage with Germany¿s multilingual and transnational literary landscape. Readings include works by Fatma Aydemir, Katja Petrowskaja, Khuê Ph¿m, Saša Staniši¿, Sharon Dodua Otoo, and others. GERM 3620 is conducted in German. Prerequisite is GERM 3010 or Instructor Permission.",,015740,,
GERM 3993,Generic course to be used when students are taking independent study with a faculty member. May be repeated for credit.,,046959,,
GERM 4559,This course provides the opportunity to offer a new topic in the subject area of German.,,039212,,
GERM 4600,Literary analysis for advanced students. Prerequisite: GERM 3010 and other literature courses.,,015769,10495,1262
GERM 4993,Prerequisite: Approval by a supervising faculty member.,,015770,13032,1268
GERM 4998,"This is the first semester of the year-long DMP thesis. Students who enroll in it will only receive a grade when the complete its sequel, GERM 4999, at which point they will receive 6 credits. Prerequisite: Admission to the DMP, permission of undergraduate advisor and a supervising faculty member.",,041179,13686,1268
GERM 4999,"This is the second semester of the year-long DMP thesis. Students should enroll in this course only if they have completed GERM 4998, and must enroll in GERM 4999 to receive credit for GERM 4998. Prerequisite: Admission to the DMP, permission of undergraduate advisor and a supervising faculty member; GERM 4998.",,041180,21903,1262
GERM 5015,"For graduate students who need to develop skills necessary for reading and translating scholarly German and/or to pass the graduate reading exam. Nightly homework assignments from the textbook, combined in the later part of the course with readings and translation of texts from students' chosen fields of study, will help students attain their desired research skills in German. No prior knowledge of German required.",,046961,20123,1268
GERM 5500,"Major figures, genres, or literary problems serve as the focus for an intensive course within any literary period. For more details on this class, please visit the department website at: http://www.virginia.edu/german/Undergraduate/Courses.",,015779,,
GERM 5559,This course provides the opportunity to offer a new topic in the subject area of German.,,039213,,
GERM 5562,"Examines German art cinema from the 1960s-1980s, focusing on modernist aesthetics and filmic responses to major historical events in post-war Germany. Films by Fassbinder, Herzog, Wenders, Kluge, Sander, Von Trotta, and others.",,041944,,
GERM 7559,This course provides the opportunity to offer a new topic in the subject area of German.,,039214,,
GERM 8559,This course provides the opportunity to offer a new topic in the subject area of German.,,039215,,
GERM 8610,Studies the theory and practice of language teaching with supervised classroom experience. One group meeting per week plus extensive individual consultation. Required of all teaching assistants in the teacher training program.,,015838,,
GERM 8620,Studies the theory and practice of language teaching with supervised classroom experience. One group meeting per week plus extensive individual consultation. Required of all teaching assistants in the teacher training program.,,015839,,
GERM 8995,Special research projects for advanced students. Individually directed.,,015841,12556,1262
GERM 8998,"Non-Topical Research, Preparation for Research",,015842,10496,1262
GERM 8999,"For master's thesis, taken under the supervision of a thesis director.",,015843,10497,1262
GERM 9559,This course provides the opportunity to offer a new topic in the subject area of German.,,039216,,
GERM 9998,"Non-Topical Research, Preparation for Doctoral Research",,015846,10498,1262
GERM 9999,"For doctoral dissertation, taken under the supervision of a dissertation director.",,015847,10499,1262
GETR 1392,,,048488,,
GETR 1559,This course provides the opportunity to offer a new topic in the subject area of German in translation.,,039217,,
GETR 2559,This course provides the opportunity to offer a new topic in the subject area of German in translation.,,039218,19330,1268
GETR 2770,"What does it mean for a country to confront its past, define its present, and imagine its future? This course will introduce you to modern German history and culture by looking at the interaction between culture and memory. We will approach the cities of Berlin and Weimar not just as a collection of streets and buildings, but as multi-layered cultural and historical texts. On-site visits will combine lectures with active student participation.",,015932,,
GETR 3330,"A survey of German cultural history from the enlightenment to the present, and an introduction to the field of German Studies. For more details on this class, please visit the department website at: http://www.virginia.edu/german/Undergraduate/Courses. .",,015936,,
GETR 3360,"Taking an interdisciplinary and cross-historical approach, this course introduces students to key texts in dream theory and discusses the implications of these theories for prose and poetry, film, and political writing. Students will learn to identify, compare, and contrast different dream theories, understand the importance and limitations of dream interpretation, and explore the significance of dreaming and dream theory for art and literature.",Antireq USEM 1580 Students who took this course in Spring 2022 may not take this course,048000,21710,1262
GETR 3372,"This course provides a wide-ranging exploration of the culture and thought of German-speaking Jewry from 1750 to the present. It focuses on the Jewish response to modernity in Central Europe and lasting transformations in Jewish life. We read the works of such figures as Moses Mendelssohn, Rachel Varnhagen, Heinrich Heine, Karl Marx, Else Lasker-Schüler, Inge Deutschkrohn, and Katja Petrowskaja.",,041371,20093,1262
GETR 3385,"Students will read and discuss the most important short works of Kafka, with an ultimate focus on the problem of the self and the idea of materiality. Short readings from other literatures and other disciplines are included in order to provide historical context and interpretive parallels. Method will be discussion rather than lecture. Two papers required.",,047345,,
GETR 3390,"Detailed survey of the historical origins, political structures, cultural dynamics, and every-day practices of the Nazi Third Reich. Cross-listed in the history department. Taught in English.",,015971,,
